Job_title,Link,Company_name,Location&Area,Date,Classification&Subclassification,Salary
First Impressions Manager/Administration,https://www.seek.co.nz/job/50504596?type=promoted#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,The Rent Shop,location: Tasman area: Rest of Tasman,"Featured,at",Administration & Office Support subClassification: Receptionists,
Office Administrator / Kiripaepae,https://www.seek.co.nz/job/50597146?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Te Rūnanga of Ngāti Whakaue ki Maketū,location: Bay of Plenty area: Rest of Bay of Plenty,"8d ago,at",,$20 - $24.99 per hour
Library Assistant,https://www.seek.co.nz/job/50584317?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,The James Wallace Arts Trust,location: Auckland area: Auckland Central,"11d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Gateway Administrator,https://www.seek.co.nz/job/50622030?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,St Patrick's College Wellington,location: Wellington area: Wellington Central,"4d ago,at",,$20 - $24.99 per hour
Customer Services & Admin Specialist,https://www.seek.co.nz/job/50597662?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,SBA Invercargill,location: Southland area: Invercargill,"7d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Receptionist,https://www.seek.co.nz/job/50599003?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Affco NZ,location: Waikato area: Hamilton,"7d ago,at",Administration & Office Support subClassification: Receptionists,
Receptionist/Administrator,https://www.seek.co.nz/job/50613709?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Ryman Healthcare,location: Otago area: Dunedin,"5d ago,at",Administration & Office Support subClassification: Receptionists,
Receptionist,https://www.seek.co.nz/job/50624451?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Turners Group NZ Limited,location: Bay of Plenty area: Tauranga,"4d ago,at",Administration & Office Support subClassification: Receptionists,
Client Liaison and Administration Superstar,https://www.seek.co.nz/job/50601202?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Swarbricks,location: Waikato area: Rest of Waikato,"6d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Admin Assistant,https://www.seek.co.nz/job/50574918?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Civix,location: Auckland area: Auckland Central,"12d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Office Assistant - Christchurch,https://www.seek.co.nz/job/50617365?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Simpson Grierson,location: Canterbury area: Christchurch,"5d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Swim School Administrator,https://www.seek.co.nz/job/50614115?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Community Leisure Management,location: Tasman area: Nelson,"5d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Judges Personal Assistant,https://www.seek.co.nz/job/50616398?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Ministry of Justice,location: Auckland area: Manukau & East Auckland,"5d ago,at",,"$48,835 - $63,221"
Office Manager,https://www.seek.co.nz/job/50632238?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Soundtech 2018 Ltd,location: Wellington area: Wellington Central,"3d ago,at",Administration & Office Support subClassification: Office Management,
Executive Assistant,https://www.seek.co.nz/job/50629119?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Alpine Energy,location: Canterbury area: Timaru & South Canterbury,"3d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Admin/Reception - permanent role,https://www.seek.co.nz/job/50489648?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Hutt City Health Centres,location: Wellington area: Hutt Valley,"7d ago,at",Administration & Office Support subClassification: Receptionists,
Office / Human Resource (HR) Administrator,https://www.seek.co.nz/job/50622202?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Three Sixty Consulting Ltd,location: Canterbury area: Christchurch,"4d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Service Coordinator,https://www.seek.co.nz/job/50615622?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,New Zealand Artificial Limb Service,location: Canterbury area: Christchurch,"5d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Receptionist / Administrator - Auckland Wide,https://www.seek.co.nz/job/50610371?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Skin Institute,location: Auckland area: Auckland Central,"6d ago,at",Administration & Office Support subClassification: Receptionists,
Part time Receptionist in Auckland CBD,https://www.seek.co.nz/job/50597939?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Rider Levett Bucknall,location: Auckland area: Auckland Central,"7d ago,at",Administration & Office Support subClassification: Receptionists,
Executive Assistant to the Chief Executive,https://www.seek.co.nz/job/50635291?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Raukura Hauora O Tainui,location: Waikato area: Hamilton,"3d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Senior Administrator,https://www.seek.co.nz/job/50551511?type=promoted#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,McCaw Lewis Lawyers Limited,location: Waikato area: Hamilton,"Featured,at",Administration & Office Support subClassification: Administrative Assistants,
Office Administrators,https://www.seek.co.nz/job/50628972?type=promoted#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,SOLGM,location: Wellington area: Wellington Central,"Featured,at",Administration & Office Support subClassification: Administrative Assistants,
Student Services Administrator,https://www.seek.co.nz/job/50605903?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Hobsonville Primary School,location: Auckland area: Waitakere & West Auckland,"6d ago,at",,$20 - $29.99 per hour
Executive Assistant,https://www.seek.co.nz/job/50613522?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,,location: Auckland area: Manukau & East Auckland,"5d ago,at,Private Advertiser",Administration & Office Support subClassification: PA EA & Secretarial,
Inpatient Booking Clerk,https://www.seek.co.nz/job/50597562?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Waikato District Health Board,location: Waikato area: Hamilton,"7d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Office Administrator,https://www.seek.co.nz/job/50617719?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Hays Office Support,location: Auckland area: Auckland Central,"5d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Regional Coordinator - South Island,https://www.seek.co.nz/job/50621532?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,New Zealand National Party,location: Canterbury area: Christchurch,"4d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Administrator Te Roopu Kaitiaki - Part Time,https://www.seek.co.nz/job/50621207?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Capital and Coast District Health Board,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Environmental Group Administrator/Liquor Licensing Inspector,https://www.seek.co.nz/job/50613416?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Timaru District Council,location: Canterbury area: Timaru & South Canterbury,"5d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Part Time Administration Officer,https://www.seek.co.nz/job/50547920?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Puhinui School,location: Auckland area: Manukau & East Auckland,"17d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Part-Time Weekend Receptionist - Mount Hot Pools,https://www.seek.co.nz/job/50624583?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Bay Venues Limited,location: Bay of Plenty area: Tauranga,"4d ago,at",Administration & Office Support subClassification: Receptionists,
Board Secretary,https://www.seek.co.nz/job/50639339?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,CES,location: Canterbury area: Christchurch,"2h ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Receptionist - Part Time,https://www.seek.co.nz/job/50624082?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Triangle Recruitment Ltd,location: Waikato area: Hamilton,"4d ago,at",Administration & Office Support subClassification: Receptionists,
office manager,https://www.seek.co.nz/job/50604577?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,inside,location: Wellington area: Wellington Central,"7d ago,at",Administration & Office Support subClassification: Office Management,
Kaiāwhina Rau Tangata - Business Support Representative,https://www.seek.co.nz/job/50639878?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Te Runanga o Ngai Tahu,location: Canterbury area: Christchurch,"59m ago,at",Administration & Office Support subClassification: Receptionists,
Receptionist - Raglan Holiday Park Papahua (Casual) x2,https://www.seek.co.nz/job/50598196?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Join Our Team,location: Waikato area: Rest of Waikato,"7d ago,at",Administration & Office Support subClassification: Receptionists,
Administration Manager,https://www.seek.co.nz/job/50598322?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Hutt Valley Gymnastics,location: Wellington area: Hutt Valley,"7d ago,at",,$24-$28
Customer Service Administrator,https://www.seek.co.nz/job/50594243?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Universal Business Team Recruitment,location: Manawatu area: Palmerston North,"10d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Receptionist/Duty Manager,https://www.seek.co.nz/job/50596920?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Hopper Developments,location: Auckland area: Rodney & North Shore,"8d ago,at",Administration & Office Support subClassification: Receptionists,
Business Support Administrator,https://www.seek.co.nz/job/50616431?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,DOWNER NZ,location: Manawatu area: Rest of Manawatu,"5d ago,at",Administration & Office Support subClassification: Contracts Administration,
Estates Administrator,https://www.seek.co.nz/job/50622163?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Gallaway Cook Allan Lawyers,location: Otago area: Dunedin,"4d ago,at",Administration & Office Support subClassification: Other,
Executive Assistant/ Support Co-ordinator,https://www.seek.co.nz/job/50605201?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Sime Darby Motors Group,location: Auckland area: Manukau & East Auckland,"6d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Customer Service Officer,https://www.seek.co.nz/job/50614282?type=promoted#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,CM Trailer Parts,location: Canterbury area: Timaru & South Canterbury,"Featured,at",Administration & Office Support subClassification: Client & Sales Administration,
Business Support Administrator,https://www.seek.co.nz/job/50591178?type=promoted#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,S&L Land Development and Design Specialists,location: Bay of Plenty area: Tauranga,"Featured,at",Administration & Office Support subClassification: Administrative Assistants,
Branch and Events Administrator,https://www.seek.co.nz/job/50597675?type=standout#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Momentum Consulting Group,location: Manawatu area: Palmerston NorthPalmerston North Up to,"7d ago,at",Up to,$27ph
Office Administrator,https://www.seek.co.nz/job/50571080?type=standard#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Lewis Plumbing Co,location: Bay of Plenty area: Rotorua,"13d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Frontline Media/Marketing Office Super Star,https://www.seek.co.nz/job/50605827?type=standout#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Wilkin River Jets,location: Otago area: Queenstown & Wanaka,"6d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Client Services Administrator (Dunedin),https://www.seek.co.nz/job/50601280?type=standout#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Anderson Lloyd,location: Otago area: Dunedin,"7d ago,at",Administration & Office Support subClassification: Other,
Executive Assistant,https://www.seek.co.nz/job/50623808?type=standout#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Cawthron,location: Tasman area: Nelson,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
